Date,Contest number,Word,Number of  reported results,Number in hard mode,1 try,2 tries,3 tries,4 tries,5 tries,6 tries,7 or more tries (X),percentHardmode,wordFreq,wordFreqNorm
2022-08-21 00:00:00,428,waste,35617,3186,1,7,19,27,24,17,5,0.08945166633910773,6.46e-05,0.03018691588785047
2022-08-20 00:00:00,427,treat,38245,3249,1,22,32,26,14,5,1,0.08495228134396653,5.62e-05,0.026261682242990653
2022-08-19 00:00:00,426,shrug,33965,2987,0,4,23,36,26,10,1,0.08794347122037391,2e-06,0.0009345794392523364
2022-08-18 00:00:00,425,twang,34938,3172,0,3,22,43,25,7,1,0.09078939836281413,3.63e-07,0.00016962616822429908
2022-08-17 00:00:00,424,twice,35815,3173,1,6,28,38,21,6,1,0.08859416445623342,6.92e-05,0.03233644859813084
2022-08-16 00:00:00,423,gruel,35105,3087,0,3,19,39,29,9,1,0.08793619142572283,2.75e-07,0.00012850467289719626
2022-08-15 00:00:00,422,poker,35376,3180,0,4,17,30,27,17,5,0.08989145183175033,9.33e-06,0.00435981308411215
2022-08-14 00:00:00,421,khaki,31652,2968,0,2,17,33,28,16,4,0.09376974598761531,1.1e-06,0.000514018691588785
2022-08-13 00:00:00,420,hunky,35276,3185,0,1,11,33,25,22,7,0.09028801451411725,5.25e-07,0.0002453271028037383
2022-08-12 00:00:00,419,label,34198,3076,0,4,18,32,29,15,2,0.08994678051348032,2.69e-05,0.012570093457943925
2022-08-11 00:00:00,418,glean,37301,3243,0,6,23,37,24,8,1,0.08694136886410551,5.37e-07,0.00025093457943925235
2022-08-10 00:00:00,417,cling,37654,3312,0,4,20,34,27,13,2,0.08795878259945822,3.09e-06,0.00144392523364486
2022-08-09 00:00:00,416,patty,36223,3019,0,2,16,39,29,12,1,0.08334483615382492,3.8e-06,0.0017757009345794393
2022-08-08 00:00:00,415,unfit,35516,3187,0,3,24,38,25,9,1,0.08973420430228629,3.31e-06,0.001546728971962617
2022-08-07 00:00:00,414,smear,36223,3190,0,2,16,39,29,12,2,0.08806559368357121,2.88e-06,0.0013457943925233645
2022-08-06 00:00:00,413,alien,38841,3395,3,17,31,29,15,4,0,0.0874076362606524,1.95e-05,0.00911214953271028
2022-08-05 00:00:00,412,buggy,37350,3428,0,1,9,29,34,22,5,0.09178045515394913,2.09e-06,0.0009766355140186915
2022-08-04 00:00:00,411,rhyme,37229,3336,0,4,22,39,25,8,1,0.08960756399580971,3.63e-06,0.0016962616822429907
2022-08-03 00:00:00,410,youth,38381,3327,1,5,17,31,29,15,3,0.08668351528099841,5.62e-05,0.026261682242990653
2022-08-02 00:00:00,409,coyly,34909,3380,0,0,4,17,28,35,15,0.09682316881033544,1.2e-07,5.607476635514018e-05
2022-08-01 00:00:00,408,quart,36662,3303,0,5,20,33,27,13,2,0.09009328459985816,1.02e-06,0.0004766355140186916
2022-07-31 00:00:00,407,cramp,39250,3369,1,8,26,33,19,10,2,0.0858343949044586,1.1e-06,0.000514018691588785
2022-07-30 00:00:00,406,bluff,37353,3171,0,2,14,42,31,10,1,0.08489277969640993,3.8e-06,0.0017757009345794393
2022-07-29 00:00:00,405,upset,37791,3213,0,5,30,38,20,6,1,0.08502024291497975,4.07e-05,0.019018691588785046
2022-07-28 00:00:00,404,stomp,40650,3490,0,7,26,32,21,11,2,0.08585485854858549,1.78e-06,0.0008317757009345794
2022-07-27 00:00:00,403,motto,38384,3285,0,1,11,36,36,14,1,0.08558253438932889,5.25e-06,0.002453271028037383
2022-07-26 00:00:00,402,cinch,39171,3507,0,2,15,24,22,25,13,0.08953052002757142,4.47e-07,0.0002088785046728972
2022-07-25 00:00:00,401,elope,39228,3339,0,4,22,32,26,13,2,0.08511777301927195,3.16e-07,0.00014766355140186918
2022-07-24 00:00:00,400,power,39813,3401,2,6,19,29,24,15,4,0.0854243588777535,0.000331,0.1546728971962617
2022-07-23 00:00:00,399,midge,36769,3111,0,2,18,39,28,10,2,0.08460931763170061,5.75e-07,0.00026869158878504675
2022-07-22 00:00:00,398,tryst,43099,3665,0,3,26,41,23,6,1,0.08503677579526207,3.63e-07,0.00016962616822429908
2022-07-21 00:00:00,397,aphid,39086,3367,0,6,24,36,23,9,2,0.08614337614491122,2.45e-07,0.00011448598130841121
2022-07-20 00:00:00,396,trite,42237,3685,0,4,14,22,22,23,15,0.08724577976655538,6.31e-07,0.00029485981308411215
2022-07-19 00:00:00,395,angry,39667,3358,0,5,27,38,21,7,1,0.08465475080041344,4.57e-05,0.021355140186915887
2022-07-18 00:00:00,394,flock,42574,3548,0,4,22,37,27,9,1,0.0833372480856861,4.9e-06,0.002289719626168224
2022-07-17 00:00:00,393,wacky,39611,3345,0,3,18,39,27,10,2,0.08444623968089672,1.95e-06,0.000911214953271028
2022-07-16 00:00:00,392,roomy,38769,3280,0,2,17,41,28,10,2,0.0846036781964972,4.68e-07,0.00021869158878504673
2022-07-15 00:00:00,391,wedge,39234,3353,0,2,11,32,37,17,2,0.08546158943773258,4.17e-06,0.0019485981308411215
2022-07-14 00:00:00,390,liver,40549,3388,0,4,16,26,25,20,8,0.08355323189227848,1.51e-05,0.00705607476635514
2022-07-13 00:00:00,389,bland,46246,3727,0,7,31,38,18,4,0,0.08059075379492281,3.16e-06,0.0014766355140186916
2022-07-12 00:00:00,388,night,46910,3870,1,8,27,27,17,13,7,0.08249840119377531,0.000407,0.19018691588785047
2022-07-11 00:00:00,387,madam,40545,3430,0,3,13,35,34,14,2,0.0845973609569614,3.89e-06,0.0018177570093457945
2022-07-10 00:00:00,386,berth,41785,3494,0,7,24,35,24,9,1,0.08361852339356228,2.75e-06,0.0012850467289719626
2022-07-09 00:00:00,385,stead,47094,3933,1,6,20,27,28,16,3,0.0835138234169958,1.55e-06,0.0007242990654205608
2022-07-08 00:00:00,384,voice,42806,3484,1,5,24,35,25,9,1,0.08139045928140914,0.000117,0.05467289719626168
2022-07-07 00:00:00,383,agape,43407,3671,0,2,18,36,27,15,3,0.08457161287349967,4.47e-07,0.0002088785046728972
2022-07-06 00:00:00,382,fluff,47344,4049,0,0,4,25,44,23,4,0.08552298073673538,1.58e-06,0.0007383177570093458
2022-07-05 00:00:00,381,field,44578,3604,1,6,25,36,23,9,1,0.08084705460092423,0.000174,0.08130841121495327
2022-07-04 00:00:00,380,sever,42645,3591,0,2,13,27,29,21,7,0.08420682377769961,1.41e-06,0.0006588785046728972
2022-07-03 00:00:00,379,lilac,40486,3461,0,2,17,38,29,12,1,0.08548634095736798,1.29e-06,0.000602803738317757
2022-07-02 00:00:00,378,egret,41765,3515,0,3,14,33,33,15,2,0.08416137914521729,2.09e-07,9.766355140186917e-05
2022-07-01 00:00:00,377,pinto,47248,3792,0,5,25,41,22,6,1,0.08025736539112767,1.32e-06,0.0006168224299065421
2022-06-30 00:00:00,376,hutch,44212,3758,0,1,12,28,28,21,9,0.08499954763412648,1.1e-06,0.000514018691588785
2022-06-29 00:00:00,375,gawky,45645,3957,0,1,5,22,33,28,10,0.08669076569175156,8.13e-08,3.799065420560747e-05
2022-06-28 00:00:00,374,droll,47312,3844,0,2,16,31,31,17,3,0.08124788637132228,3.8e-07,0.00017757009345794393
2022-06-27 00:00:00,373,retro,47986,3848,0,6,24,35,24,9,1,0.08019005543283457,5.37e-06,0.0025093457943925236
2022-06-26 00:00:00,372,rusty,50450,3954,0,9,37,34,13,5,1,0.07837462834489593,4.07e-06,0.0019018691588785048
2022-06-25 00:00:00,371,beady,46089,3670,0,3,19,39,29,10,1,0.07962854477207143,3.02e-07,0.00014112149532710279
2022-06-24 00:00:00,370,smite,50617,3991,0,6,23,35,24,11,2,0.07884702767844795,8.51e-07,0.0003976635514018692
2022-06-23 00:00:00,369,brink,53111,4118,0,4,22,41,24,7,1,0.0775357270621905,3.24e-06,0.001514018691588785
2022-06-22 00:00:00,368,awful,47645,3861,0,5,21,33,27,12,2,0.0810368349249659,2.88e-05,0.013457943925233645
2022-06-21 00:00:00,367,gloat,53342,4194,0,8,21,31,26,12,2,0.0786247234824341,4.17e-07,0.00019485981308411214
2022-06-20 00:00:00,366,input,50484,3950,0,5,30,38,21,6,1,0.07824261152048173,2.24e-05,0.010467289719626167
2022-06-19 00:00:00,365,loser,55359,4399,1,10,28,32,19,8,2,0.07946314059141242,1.02e-05,0.004766355140186916
2022-06-18 00:00:00,364,cacao,47205,4101,0,1,9,27,36,23,4,0.08687639021290118,7.24e-07,0.00033831775700934576
2022-06-17 00:00:00,363,blown,54665,4251,0,6,23,35,26,10,1,0.07776456599286563,1.62e-05,0.007570093457943926
2022-06-16 00:00:00,362,apron,53430,4112,0,7,30,38,19,5,1,0.0769605090772974,2.29e-06,0.0010700934579439252
2022-06-15 00:00:00,361,primo,55989,4391,0,3,22,38,25,10,2,0.07842611941631392,9.77e-07,0.0004565420560747663
2022-06-14 00:00:00,360,atone,59968,4762,2,16,34,29,14,4,1,0.0794090181430096,7.24e-07,0.00033831775700934576
2022-06-13 00:00:00,359,donor,53802,4142,0,3,27,38,23,7,1,0.07698598565109104,8.32e-06,0.0038878504672897195
2022-06-12 00:00:00,358,float,56684,4323,1,12,30,32,18,6,1,0.07626490720485499,8.71e-06,0.004070093457943925
2022-06-11 00:00:00,357,goose,51958,4087,0,2,12,28,32,21,5,0.0786596866700027,6.92e-06,0.003233644859813084
2022-06-10 00:00:00,356,piety,55376,4324,0,4,25,41,22,7,1,0.07808436867957237,1.23e-06,0.000574766355140187
2022-06-09 00:00:00,355,girth,60020,4665,0,6,23,33,23,12,3,0.07772409196934356,8.32e-07,0.000388785046728972
2022-06-08 00:00:00,354,trait,61026,4607,0,6,22,35,24,11,2,0.07549241306983909,4.9e-06,0.002289719626168224
2022-06-07 00:00:00,353,flood,58991,4440,0,3,20,40,28,8,1,0.07526571849943212,2.19e-05,0.010233644859813084
2022-06-06 00:00:00,352,gloom,58478,4548,0,2,14,35,35,13,1,0.07777283764834639,2.04e-06,0.0009532710280373832
2022-06-05 00:00:00,351,depth,56738,4329,0,6,28,39,20,6,1,0.07629807183897917,3.55e-05,0.016588785046728973
2022-06-04 00:00:00,350,froth,58263,4432,0,5,22,35,25,11,1,0.07606886016854608,5.62e-07,0.00026261682242990653
2022-06-03 00:00:00,349,peach,65431,4957,1,13,38,32,13,3,0,0.0757591967110391,5.89e-06,0.002752336448598131
2022-06-02 00:00:00,348,showy,61278,4770,0,2,16,37,30,13,2,0.07784196612160971,6.17e-07,0.0002883177570093458
2022-06-01 00:00:00,347,creak,63241,4797,0,5,21,32,25,14,3,0.07585269050141522,3.31e-07,0.0001546728971962617
2022-05-31 00:00:00,346,manor,62768,4802,0,6,27,34,21,10,2,0.07650395105786388,6.46e-06,0.0030186915887850468
2022-05-30 00:00:00,345,atoll,60969,4741,0,6,28,36,21,8,1,0.07776082927389329,7.08e-07,0.0003308411214953271
2022-05-29 00:00:00,344,bayou,56839,4435,0,6,17,33,29,13,2,0.07802741075669875,1.38e-06,0.0006448598130841121
